CASE_NUMBER,DATE,BLOCK,COMMUNITY_AREA,AGE,SEX,RACE,INCIDENT_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
JF149074,02/18/2022 10:46:00 PM,4400 W BELMONT AVE,HERMOSA,20-29,M,WWH,AGGRAVATED - HANDGUN,2,6,22,STREET,41.9383369,-87.73826094,POINT (-87.738260941301 41.938336904142)
JF149058,02/18/2022 10:25:00 PM,3500 W LAWRENCE AVE,ALBANY PARK,20-29,M,WBH,AGGRAVATED - HANDGUN,2,6,22,SMALL RETAIL STORE,41.96844835,-87.71726535,POINT (-87.71726534612 41.968448345858)
JF149058,02/18/2022 10:25:00 PM,3500 W LAWRENCE AVE,ALBANY PARK,30-39,M,WWH,AGGRAVATED - HANDGUN,2,6,22,SMALL RETAIL STORE,41.96844835,-87.71726535,POINT (-87.71726534612 41.968448345858)
JF149035,02/18/2022 09:41:00 PM,8400 S INGLESIDE AVE,CHATHAM,20-29,M,BLK,FIRST DEGREE MURDER,2,6,21,STREET,41.7410905,-87.60118,POINT (-87.60118 41.7410905)
JF148883,02/18/2022 06:53:00 PM,9300 S HARPER AVE,CALUMET HEIGHTS,30-39,M,BLK,FIRST DEGREE MURDER,2,6,18,STREET,41.72445165,-87.58605465,POINT (-87.58605465388 41.724451654142)
JF148885,02/18/2022 05:00:00 PM,3900 W 41ST ST,ARCHER HEIGHTS,0-19,M,WWH,AGGRAVATED - HANDGUN,2,6,17,STREET,41.81778638,-87.72253045,POINT (-87.722530452 41.817786378)
JF148746,02/18/2022 04:34:00 PM,3900 W ARTHINGTON ST,WEST GARFIELD PARK,0-19,M,BLK,FIRST DEGREE MURDER,2,6,16,STREET,41.8694369,-87.72499906,POINT (-87.724999058699 41.869436904142)
JF148196,02/18/2022 07:47:00 AM,4000 S BRIGHTON PL,BRIGHTON PARK,0-19,M,WWH,AGGRAVATED - HANDGUN,2,6,7,STREET,41.8202769,-87.69202906,POINT (-87.692029058699 41.820276904142)
JF147862,02/17/2022 06:41:00 PM,5600 S LAFLIN ST,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,2,5,18,STREET,41.79209835,-87.66150465,POINT (-87.66150465388 41.792098345858)
JF147862,02/17/2022 06:41:00 PM,5600 S LAFLIN ST,WEST ENGLEWOOD,20-29,F,BLK,AGGRAVATED - HANDGUN,2,5,18,STREET,41.79209835,-87.66150465,POINT (-87.66150465388 41.792098345858)
JF147862,02/17/2022 06:41:00 PM,5600 S LAFLIN ST,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,2,5,18,STREET,41.79209835,-87.66150465,POINT (-87.66150465388 41.792098345858)
JF147505,02/17/2022 02:21:00 PM,100 S WESTERN AVE,NEAR WEST SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,2,5,14,VEHICLE NON-COMMERCIAL,41.8791105,-87.68654,POINT (-87.68654 41.8791105)
JF147461,02/17/2022 01:51:00 PM,8600 S ELIZABETH ST,AUBURN GRESHAM,20-29,UNKNOWN,BLK,AGGRAVATED - HANDGUN,2,5,13,STREET,41.7380431,-87.65448094,POINT (-87.654480941301 41.738043095858)
JF147461,02/17/2022 01:51:00 PM,8600 S ELIZABETH ST,AUBURN GRESHAM,0-19,M,BLK,AGGRAVATED - HANDGUN,2,5,13,STREET,41.7380431,-87.65448094,POINT (-87.654480941301 41.738043095858)
JF147283,02/17/2022 10:00:00 AM,200 N CAMPBELL AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,2,5,10,SIDEWALK,41.88456165,-87.68870465,POINT (-87.68870465388 41.884561654142)
JF147150,02/17/2022 09:07:00 AM,5800 S PAULINA ST,WEST ENGLEWOOD,0-19,M,BLK,FIRST DEGREE MURDER,2,5,9,STREET,41.78882965,-87.66698056,POINT (-87.666980559471 41.788829649947)
JF145843,02/16/2022 03:29:00 AM,2100 E 70TH ST,SOUTH SHORE,60-69,M,BLK,AGGRAVATED - HANDGUN,2,4,3,SIDEWALK,41.76773165,-87.57136465,POINT (-87.57136465388 41.767731654142)
JF145775,02/15/2022 10:51:00 PM,2800 W 44TH ST,BRIGHTON PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,2,3,22,VEHICLE NON-COMMERCIAL,41.81316782,-87.69565489,POINT (-87.69565489 41.813167824)
JF145715,02/15/2022 09:08:00 PM,3600 S ASHLAND AVE,MCKINLEY PARK,30-39,F,BLK,AGGRAVATED - HANDGUN,2,3,21,STREET,41.8275105,-87.66536,POINT (-87.66536 41.8275105)
JF145625,02/15/2022 06:56:00 PM,2200 W DIVISION ST,WEST TOWN,20-29,M,BLK,AGGRAVATED - HANDGUN,2,3,18,HOSPITAL BUILDING / GROUNDS,41.9023605,-87.68354,POINT (-87.68354 41.9023605)
JF145393,02/15/2022 04:11:00 PM,8000 S ST LOUIS AVE,ASHBURN,0-19,M,BLK,AGGRAVATED - HANDGUN,2,3,16,STREET,41.74758165,-87.70936465,POINT (-87.70936465388 41.747581654142)
JF145302,02/15/2022 03:07:00 PM,2800 W HARRISON ST,EAST GARFIELD PARK,60-69,M,BLK,AGGRAVATED - HANDGUN,2,3,15,STREET,41.87386835,-87.69645465,POINT (-87.69645465388 41.873868345858)
JF145138,02/15/2022 12:39:00 PM,1900 W 19TH ST,LOWER WEST SIDE,0-19,M,WWH,AGGRAVATED - HANDGUN,2,3,12,STREET,41.85616835,-87.67417535,POINT (-87.67417534612 41.856168345858)
JF145138,02/15/2022 12:39:00 PM,1900 W 19TH ST,LOWER WEST SIDE,0-19,M,WWH,AGGRAVATED - HANDGUN,2,3,12,STREET,41.85616835,-87.67417535,POINT (-87.67417534612 41.856168345858)
JF144718,02/15/2022 01:14:00 AM,4300 W VAN BUREN ST,WEST GARFIELD PARK,50-59,M,BLK,AGGRAVATED - HANDGUN,2,3,1,SIDEWALK,41.87545835,-87.73438535,POINT (-87.73438534612 41.875458345858)
JF144622,02/14/2022 10:03:00 PM,5300 S HOYNE AVE,NEW CITY,20-29,F,WWH,AGGRAVATED - HANDGUN,2,2,22,VEHICLE NON-COMMERCIAL,41.79634835,-87.67621465,POINT (-87.67621465388 41.796348345858)
JF143590,02/13/2022 10:53:00 PM,13200 S LANGLEY AVE,RIVERDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,2,1,22,SIDEWALK,41.65527967,-87.60479855,POINT (-87.604798547471 41.655279668947)
JF143577,02/13/2022 10:20:00 PM,1500 W JONQUIL TER,ROGERS PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,2,1,22,STREET,42.02084165,-87.66997535,POINT (-87.66997534612 42.020841654142)
JF143420,02/13/2022 05:25:00 PM,5900 W MADISON ST,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,2,1,17,STREET,41.88055967,-87.77422855,POINT (-87.774228547471 41.880559668947)
JF142939,02/13/2022 04:46:00 AM,4800 S JUSTINE ST,NEW CITY,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,2,1,4,STREET,41.8071131,-87.66381906,POINT (-87.663819058699 41.807113095858)
JF142818,02/12/2022 23:28,2200 S MICHIGAN AVE,NEAR SOUTH SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,2,7,23,ALLEY,41.85147835,-87.62405535,POINT (-87.62405534612 41.851478345858)
JF142796,02/12/2022 23:09,8400 S GILBERT CT,AUBURN GRESHAM,0-19,F,BLK,AGGRAVATED - HANDGUN,2,7,23,SIDEWALK,41.7391069,-87.64201906,POINT (-87.642019058699 41.739106904142)
JF142615,02/12/2022 18:40,2400 W MARQUETTE RD,CHICAGO LAWN,0-19,M,BLK,FIRST DEGREE MURDER,2,7,18,STREET,41.7714705,-87.68417,POINT (-87.68417 41.7714705)
JF142607,02/12/2022 18:27,5900 S WASHTENAW AVE,CHICAGO LAWN,40-49,M,WWH,FIRST DEGREE MURDER,2,7,18,ALLEY,41.78542165,-87.69142535,POINT (-87.69142534612 41.785421654142)
JF141943,02/12/2022 04:40,1400 W 72ND ST,WEST ENGLEWOOD,40-49,M,BLK,ARMED - HANDGUN,2,7,4,ALLEY,41.76305165,-87.66040465,POINT (-87.66040465388 41.763051654142)
JF141403,02/11/2022 15:57,4800 S WELLS ST,FULLER PARK,20-29,F,BLK,FIRST DEGREE MURDER,2,6,15,STREET,41.80658165,-87.63228465,POINT (-87.63228465388 41.806581654142)
JF141403,02/11/2022 15:57,4800 S WELLS ST,FULLER PARK,20-29,M,BLK,FIRST DEGREE MURDER,2,6,15,STREET,41.80658165,-87.63228465,POINT (-87.63228465388 41.806581654142)
JF140263,02/10/2022 15:32,3600 W 84TH PL,ASHBURN,20-29,M,BLK,AGGRAVATED - HANDGUN,2,5,15,STREET,41.73929165,-87.71195465,POINT (-87.71195465388 41.739291654142)
JF140040,02/10/2022 13:00,2600 N LARAMIE AVE,BELMONT CRAGIN,20-29,F,BLK,FIRST DEGREE MURDER,2,5,13,APARTMENT,41.92874967,-87.75630855,POINT (-87.756308547471 41.928749668947)
JF139704,02/10/2022 06:50,4800 N KIMBALL AVE,ALBANY PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,2,5,6,STREET,41.9687969,-87.71297094,POINT (-87.712970941301 41.968796904142)
JF139416,02/09/2022 19:49,100 E 71ST ST,GREATER GRAND CROSSING,20-29,M,BLK,FIRST DEGREE MURDER,2,4,19,GAS STATION,41.7652269,-87.62067906,POINT (-87.620679058699 41.765226904142)
JF139416,02/09/2022 19:49,100 E 71ST ST,GREATER GRAND CROSSING,30-39,M,BLK,FIRST DEGREE MURDER,2,4,19,GAS STATION,41.7652269,-87.62067906,POINT (-87.620679058699 41.765226904142)
JF139285,02/09/2022 17:44,4700 W CONGRESS PKWY,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,2,4,17,STREET,41.8736305,-87.74365,POINT (-87.74365 41.8736305)
JF139411,02/09/2022 16:16,1800 W GRAND AVE,WEST TOWN,20-29,M,WWH,AGGRAVATED - OTHER FIREARM,2,4,16,STREET,41.8912531,-87.67395094,POINT (-87.673950941301 41.891253095858)
JF138911,02/09/2022 13:10,3500 W 59TH ST,GAGE PARK,0-19,F,WWH,AGGRAVATED - HANDGUN,2,4,13,STREET,41.7867331,-87.71061094,POINT (-87.710610941301 41.786733095858)
JF138876,02/09/2022 12:39,1600 E 68TH ST,SOUTH SHORE,20-29,M,BLK,FIRST DEGREE MURDER,2,4,12,STREET,41.7711369,-87.58437906,POINT (-87.584379058699 41.771136904142)
JF138410,02/08/2022 23:16,0 N CENTRAL AVE,AUSTIN,0-19,M,BLK,AGGRAVATED - HANDGUN,2,3,23,STREET,41.88251967,-87.76491855,POINT (-87.764918547471 41.882519668947)
JF138410,02/08/2022 23:16,0 N CENTRAL AVE,AUSTIN,0-19,M,BLK,AGGRAVATED - HANDGUN,2,3,23,STREET,41.88251967,-87.76491855,POINT (-87.764918547471 41.882519668947)
JF138333,02/08/2022 19:06,8300 S COTTAGE GROVE AVE,CHATHAM,50-59,M,BLK,AGGRAVATED - HANDGUN,2,3,19,GAS STATION,41.74360165,-87.60444465,POINT (-87.60444465388 41.743601654142)
JF138198,02/08/2022 18:16,12300 S LAFAYETTE AVE,WEST PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,2,3,18,STREET,41.67033136,-87.62431738,POINT (-87.62431738212 41.670331359858)
JF138005,02/08/2022 16:08,6200 S GREENWOOD AVE,WOODLAWN,0-19,M,BLK,FIRST DEGREE MURDER,2,3,16,STREET,41.7807605,-87.59961,POINT (-87.59961 41.7807605)
JF138013,02/08/2022 16:06,7300 S EMERALD AVE,ENGLEWOOD,30-39,F,BLK,FIRST DEGREE MURDER,2,3,16,STREET,41.76010165,-87.64277465,POINT (-87.64277465388 41.760101654142)
JF138013,02/08/2022 16:06,7300 S EMERALD AVE,ENGLEWOOD,30-39,M,BLK,FIRST DEGREE MURDER,2,3,16,STREET,41.76010165,-87.64277465,POINT (-87.64277465388 41.760101654142)
JF137941,02/08/2022 15:15,3300 S PRAIRIE AVE,DOUGLAS,0-19,M,BLK,FIRST DEGREE MURDER,2,3,15,STREET,41.8336231,-87.62047094,POINT (-87.620470941301 41.833623095858)
JF137869,02/08/2022 14:06,12100 S STEWART AVE,WEST PULLMAN,20-29,M,BLK,FIRST DEGREE MURDER,2,3,14,STREET,41.6746231,-87.63257906,POINT (-87.632579058699 41.674623095858)
JF137403,02/08/2022 08:20,3400 W 26TH ST,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,2,3,8,SIDEWALK,41.84415165,-87.70983465,POINT (-87.70983465388 41.844151654142)
JF137281,02/08/2022 02:28,5400 N MONTCLARE AVE,NORWOOD PARK,20-29,M,WBH,AGGRAVATED - HANDGUN,2,3,2,STREET,41.98032159,-87.80431313,POINT (-87.804313129301 41.980321586858)
JF136974,02/07/2022 18:04,1600 W 46TH ST,NEW CITY,40-49,M,WWH,AGGRAVATED - HANDGUN,2,2,18,STREET,41.8100269,-87.66555094,POINT (-87.665550941301 41.810026904142)
JF136142,02/07/2022 02:30,1900 W OGDEN AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,2,2,2,OTHER (SPECIFY),41.87338835,-87.67526465,POINT (-87.67526465388 41.873388345858)
JF136075,02/06/2022 23:07,2500 S ST LOUIS AVE,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,2,1,23,SIDEWALK,41.8443905,-87.71251,POINT (-87.71251 41.8443905)
JF135888,02/06/2022 18:10,6700 S MAY ST,ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,2,1,18,SIDEWALK,41.77125835,-87.65335535,POINT (-87.65335534612 41.771258345858)
JF135867,02/06/2022 16:30,5600 S CHRISTIANA AVE,GAGE PARK,0-19,M,WWH,ARMED - HANDGUN,2,1,16,SIDEWALK,41.79127165,-87.70775535,POINT (-87.70775534612 41.791271654142)
JF135867,02/06/2022 16:30,5600 S CHRISTIANA AVE,GAGE PARK,0-19,M,WWH,ARMED - HANDGUN,2,1,16,SIDEWALK,41.79127165,-87.70775535,POINT (-87.70775534612 41.791271654142)
JF135728,02/06/2022 15:32,3600 W LEXINGTON ST,EAST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,2,1,15,SIDEWALK,41.87202835,-87.71761535,POINT (-87.71761534612 41.872028345858)
JF135653,02/06/2022 13:36,5300 S PRINCETON AVE,FULLER PARK,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,2,1,13,STREET,41.79653165,-87.63276465,POINT (-87.63276465388 41.796531654142)
JF135611,02/06/2022 13:01,0 E 101ST ST,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,2,1,13,STREET,41.7112331,-87.62064094,POINT (-87.620640941301 41.711233095858)
JF135611,02/06/2022 13:01,0 E 101ST ST,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,2,1,13,STREET,41.7112331,-87.62064094,POINT (-87.620640941301 41.711233095858)
JF135609,02/06/2022 12:37,12200 S GREEN ST,WEST PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,2,1,12,STREET,41.6711931,-87.64330906,POINT (-87.643309058699 41.671193095858)
JF135567,02/06/2022 11:53,7100 S SAWYER AVE,CHICAGO LAWN,20-29,M,WWH,AGGRAVATED - HANDGUN,2,1,11,SIDEWALK,41.76399165,-87.70431535,POINT (-87.70431534612 41.763991654142)
JF135498,02/06/2022 09:22,2600 W 21ST ST,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,2,1,9,STREET,41.85389835,-87.69115535,POINT (-87.69115534612 41.853898345858)
JF135349,02/06/2022 05:08,1500 N MILWAUKEE AVE,WEST TOWN,20-29,M,WWH,AGGRAVATED - HANDGUN,2,1,5,BAR OR TAVERN,41.9105031,-87.67692906,POINT (-87.676929058699 41.910503095858)
JF135348,02/06/2022 04:55,0 E 24TH ST,NEAR SOUTH SIDE,40-49,M,WHI,FIRST DEGREE MURDER,2,1,4,STREET,41.84940108,-87.62453218,POINT (-87.62453218212 41.849401075858)
JF135339,02/06/2022 04:35,300 N MICHIGAN AVE,LOOP,30-39,M,BLK,AGGRAVATED - HANDGUN,2,1,4,SIDEWALK,41.8878031,-87.62495906,POINT (-87.624959058699 41.887803095858)
JF135382,02/06/2022 03:21,4400 W CORTLAND ST,HERMOSA,30-39,M,BLK,AGGRAVATED - HANDGUN,2,1,3,STREET,41.91550835,-87.73733465,POINT (-87.73733465388 41.915508345858)
JF135290,02/06/2022 02:57,300 E 76TH ST,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,2,1,2,STREET,41.75700967,-87.61705855,POINT (-87.617058547471 41.757009668947)
JF135301,02/06/2022 02:50,0 S SEELEY AVE,NEAR WEST SIDE,20-29,M,BLK,FIRST DEGREE MURDER,2,1,2,APARTMENT,41.8811731,-87.67773094,POINT (-87.677730941301 41.881173095858)
JF135955,02/06/2022 02:00,0 W HUBBARD ST,NEAR NORTH SIDE,20-29,F,BLK,AGGRAVATED - HANDGUN,2,1,2,SIDEWALK,41.8893205,-87.62999,POINT (-87.62999 41.8893205)
JF135241,02/06/2022 01:00,2700 W 23RD PL,SOUTH LAWNDALE,30-39,F,WHI,AGGRAVATED - HANDGUN,2,1,1,STREET,41.8497831,-87.69439094,POINT (-87.694390941301 41.849783095858)
JF135198,02/05/2022 23:49,7800 S MAY ST,AUBURN GRESHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,2,7,23,STREET,41.75209508,-87.6528502,POINT (-87.65285019612 41.752095075858)
JF134876,02/05/2022 16:36,4300 S DEARBORN ST,GRAND BOULEVARD,20-29,M,BLK,FIRST DEGREE MURDER,2,7,16,PARKING LOT,41.8153569,-87.62778906,POINT (-87.627789058699 41.815356904142)
JF134768,02/05/2022 14:20,800 E 58TH ST,HYDE PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,2,7,14,SIDEWALK,41.78976696,-87.60639668,POINT (-87.60639668112 41.789766959858)
JF134683,02/05/2022 13:59,1200 W 73RD PL,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,2,7,13,STREET,41.76017165,-87.65605465,POINT (-87.65605465388 41.760171654142)
JF134552,02/05/2022 11:33,8300 S HOUSTON AVE,SOUTH CHICAGO,0-19,M,BLK,AGGRAVATED - HANDGUN,2,7,11,SIDEWALK,41.74432179,-87.54974779,POINT (-87.54974778888 41.744321786858)
JF133221,02/04/2022 01:30,4400 S MICHIGAN AVE,GRAND BOULEVARD,30-39,F,BLK,AGGRAVATED - HANDGUN,2,6,1,STREET,41.8150531,-87.62285094,POINT (-87.622850941301 41.815053095858)
JF133162,02/03/2022 23:29,4000 N PULASKI RD,IRVING PARK,20-29,M,API,FIRST DEGREE MURDER,2,5,23,STREET,41.95401835,-87.72733465,POINT (-87.72733465388 41.954018345858)
JF132942,02/03/2022 17:45,9900 S HALSTED ST,WASHINGTON HEIGHTS,30-39,M,WHI,ATTEMPT ARMED - HANDGUN,2,5,17,GAS STATION,41.71421835,-87.64241465,POINT (-87.64241465388 41.714218345858)
JF132803,02/03/2022 15:43,0 E 100TH PL,ROSELAND,20-29,M,BLK,FIRST DEGREE MURDER,2,5,15,AUTO,41.71168165,-87.62052465,POINT (-87.62052465388 41.711681654142)
JF132755,02/03/2022 14:38,5300 S DREXEL AVE,HYDE PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,2,5,14,SIDEWALK,41.7979605,-87.60405,POINT (-87.60405 41.7979605)
JF132324,02/03/2022 01:30,8400 S CRANDON AVE,SOUTH CHICAGO,30-39,M,API,AGGRAVATED - OTHER FIREARM,2,5,1,SIDEWALK,41.7405369,-87.56838094,POINT (-87.568380941301 41.740536904142)
JF132194,02/02/2022 19:39,8200 S DREXEL AVE,CHATHAM,0-19,M,BLK,FIRST DEGREE MURDER,2,4,19,ALLEY,41.7436969,-87.60244094,POINT (-87.602440941301 41.743696904142)
JF131383,02/01/2022 21:15,1400 S LAKE SHORE DR E,NEAR SOUTH SIDE,0-19,M,WWH,AGGRAVATED - HANDGUN,2,3,21,STREET,41.86389165,-87.61850465,POINT (-87.61850465388 41.863891654142)
JF131353,02/01/2022 20:34,1500 S CENTRAL PARK AVE,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,2,3,20,APARTMENT,41.85973165,-87.71465465,POINT (-87.71465465388 41.859731654142)
JF131167,02/01/2022 17:46,8200 S DREXEL AVE,CHATHAM,30-39,M,BLK,FIRST DEGREE MURDER,2,3,17,STREET,41.74420165,-87.60314535,POINT (-87.60314534612 41.744201654142)
JF131036,02/01/2022 16:11,200 E 35TH ST,DOUGLAS,30-39,M,BLK,FIRST DEGREE MURDER,2,3,16,STREET,41.8306769,-87.62191906,POINT (-87.621919058699 41.830676904142)
JF131036,02/01/2022 16:11,200 E 35TH ST,DOUGLAS,50-59,F,BLK,FIRST DEGREE MURDER,2,3,16,STREET,41.8306769,-87.62191906,POINT (-87.621919058699 41.830676904142)
JF131084,02/01/2022 15:40,1800 W 45TH ST,NEW CITY,30-39,F,BLK,AGGRAVATED - HANDGUN,2,3,15,STREET,41.8118069,-87.66978094,POINT (-87.669780941301 41.811806904142)
JF130815,02/01/2022 12:53,7100 S WABASH AVE,GREATER GRAND CROSSING,40-49,M,BLK,AGGRAVATED - HANDGUN,2,3,12,STREET,41.7633005,-87.62341,POINT (-87.62341 41.7633005)
JF130771,02/01/2022 12:39,13200 S RIVERDALE AVE,RIVERDALE,20-29,M,WWH,FIRST DEGREE MURDER,2,3,12,STREET,41.6547131,-87.60994094,POINT (-87.609940941301 41.654713095858)
JF130742,02/01/2022 12:10,2000 W 67TH PL,WEST ENGLEWOOD,20-29,M,BLK,FIRST DEGREE MURDER,2,3,12,STREET,41.77123835,-87.67356465,POINT (-87.67356465388 41.771238345858)
JF130754,02/01/2022 12:10,5300 S MARSHFIELD AVE,NEW CITY,20-29,M,BLK,AGGRAVATED - HANDGUN,2,3,12,SIDEWALK,41.7969869,-87.66577094,POINT (-87.665770941301 41.796986904142)
JF130565,02/01/2022 09:53,3900 W ARGYLE ST,ALBANY PARK,0-19,F,WWH,AGGRAVATED - HANDGUN,2,3,9,SIDEWALK,41.9714005,-87.72711,POINT (-87.72711 41.9714005)
JF130370,02/01/2022 06:04,900 E 79TH ST,GREATER GRAND CROSSING,40-49,M,BLK,FIRST DEGREE MURDER,2,3,6,STREET,41.75201967,-87.60098855,POINT (-87.600988547471 41.752019668947)
JF130370,02/01/2022 06:04,900 E 79TH ST,GREATER GRAND CROSSING,60-69,F,BLK,FIRST DEGREE MURDER,2,3,6,STREET,41.75201967,-87.60098855,POINT (-87.600988547471 41.752019668947)
JF130370,02/01/2022 06:04,900 E 79TH ST,GREATER GRAND CROSSING,50-59,M,BLK,FIRST DEGREE MURDER,2,3,6,STREET,41.75201967,-87.60098855,POINT (-87.600988547471 41.752019668947)
JF130307,02/01/2022 00:48,100 E GRAND AVE,NEAR NORTH SIDE,40-49,M,BLK,AGGRAVATED - HANDGUN,2,3,0,SIDEWALK,41.89158204,-87.62565279,POINT (-87.62565279212 41.891582042142)
JF130291,01/31/2022 11:58:00 PM,1800 E 72ND ST,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,2,23,SIDEWALK,41.7649031,-87.57961094,POINT (-87.579610941301 41.764903095858)
JF130266,01/31/2022 10:51:00 PM,200 S WESTERN AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,2,22,SIDEWALK,41.8772169,-87.68646906,POINT (-87.686469058699 41.877216904142)
JF130238,01/31/2022 10:00:00 PM,11100 S RACINE AVE,MORGAN PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,1,2,22,STREET,41.69233835,-87.65268535,POINT (-87.65268534612 41.692338345858)
JF129205,01/31/2022 02:00:00 AM,200 E 35TH ST,DOUGLAS,30-39,M,BLK,AGGRAVATED - HANDGUN,1,2,2,SIDEWALK,41.8303505,-87.62015,POINT (-87.62015 41.8303505)
JF128871,01/30/2022 04:28:00 PM,2800 W 22ND PL,SOUTH LAWNDALE,20-29,F,WWH,AGGRAVATED - HANDGUN,1,1,16,STREET,41.8515831,-87.69591094,POINT (-87.695910941301 41.851583095858)
JF128862,01/30/2022 04:24:00 PM,100 W DIVISION ST,NEAR NORTH SIDE,30-39,M,WWH,AGGRAVATED - HANDGUN,1,1,16,ALLEY,41.90419835,-87.63123465,POINT (-87.63123465388 41.904198345858)
JF128820,01/30/2022 03:49:00 PM,7000 S EMERALD AVE,ENGLEWOOD,30-39,M,BLK,AGGRAVATED - HANDGUN,1,1,15,STREET,41.76678967,-87.64289855,POINT (-87.642898547471 41.766789668947)
JF128457,01/30/2022 05:33:00 AM,2100 N HUMBOLDT BLVD,LOGAN SQUARE,40-49,M,WWH,AGGRAVATED - HANDGUN,1,1,5,STREET,41.92124165,-87.70201535,POINT (-87.70201534612 41.921241654142)
JF128457,01/30/2022 05:33:00 AM,2100 N HUMBOLDT BLVD,LOGAN SQUARE,30-39,M,WWH,AGGRAVATED - HANDGUN,1,1,5,STREET,41.92124165,-87.70201535,POINT (-87.70201534612 41.921241654142)
JF128379,01/30/2022 01:58:00 AM,4500 W GRENSHAW ST,NORTH LAWNDALE,30-39,M,WWH,FIRST DEGREE MURDER,1,1,1,ALLEY,41.8674831,-87.73916906,POINT (-87.739169058699 41.867483095858)
JF128349,01/30/2022 01:05:00 AM,6200 S ST LOUIS AVE,CHICAGO LAWN,20-29,M,WWH,FIRST DEGREE MURDER,1,1,1,STREET,41.77997335,-87.71076892,POINT (-87.710768915699 41.779973347858)
JF128337,01/29/2022 11:30:00 PM,4800 S WESTERN AVE,BRIGHTON PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,1,7,23,STREET,41.80608881,-87.68492859,POINT (-87.68492858712 41.806088809142)
JF128326,01/29/2022 11:01:00 PM,2300 S LEAVITT ST,LOWER WEST SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,23,STREET,41.8487369,-87.68078906,POINT (-87.680789058699 41.848736904142)
JF128326,01/29/2022 11:01:00 PM,2300 S LEAVITT ST,LOWER WEST SIDE,30-39,F,WWH,AGGRAVATED - HANDGUN,1,7,23,STREET,41.8487369,-87.68078906,POINT (-87.680789058699 41.848736904142)
JF128213,01/29/2022 08:27:00 PM,4300 W VAN BUREN ST,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,20,STREET,41.87486165,-87.73331465,POINT (-87.73331465388 41.874861654142)
JF128181,01/29/2022 07:39:00 PM,11600 S HALSTED ST,WEST PULLMAN,20-29,M,WHI,FIRST DEGREE MURDER,1,7,19,RETAIL STORE,41.6839831,-87.64168094,POINT (-87.641680941301 41.683983095858)
JF127821,01/29/2022 01:21:00 PM,2300 S SAWYER AVE,SOUTH LAWNDALE,0-19,M,WWH,FIRST DEGREE MURDER,1,7,13,ALLEY,41.8492431,-87.70626094,POINT (-87.706260941301 41.849243095858)
JF127821,01/29/2022 01:21:00 PM,2300 S SAWYER AVE,SOUTH LAWNDALE,0-19,M,WWH,FIRST DEGREE MURDER,1,7,13,ALLEY,41.8492431,-87.70626094,POINT (-87.706260941301 41.849243095858)
JF127547,01/29/2022 05:30:00 AM,11500 S PRAIRIE AVE,WEST PULLMAN,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,5,STREET,41.68428165,-87.61706535,POINT (-87.61706534612 41.684281654142)
