CASE_NUMBER,DATE,BLOCK,COMMUNITY_AREA,AGE,SEX,RACE,INCIDENT_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
JF510991,12/15/2022 12:13:00 AM,100 S KILBOURN AVE,WEST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,12,5,0,VEHICLE NON-COMMERCIAL,41.8800131,-87.73777094,POINT (-87.737770941301 41.880013095858)
JF510925,12/14/2022 09:55:00 PM,4800 N ASHLAND AVE,UPTOWN,0-19,M,BLK,FIRST DEGREE MURDER,12,4,21,ALLEY,41.9691505,-87.66932,POINT (-87.66932 41.9691505)
JF510925,12/14/2022 09:55:00 PM,4800 N ASHLAND AVE,UPTOWN,20-29,M,BLK,FIRST DEGREE MURDER,12,4,21,ALLEY,41.9691505,-87.66932,POINT (-87.66932 41.9691505)
JF510977,12/14/2022 09:36:00 PM,4300 N ASHLAND AVE,LAKE VIEW,0-19,M,BLK,AGGRAVATED - HANDGUN,12,4,21,SIDEWALK,41.96097165,-87.66953535,POINT (-87.66953534612 41.960971654142)
JF510860,12/14/2022 08:44:00 PM,7900 S WOODLAWN AVE,AVALON PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,12,4,20,CTA BUS,41.75187967,-87.59549855,POINT (-87.595498547471 41.751879668947)
JF510537,12/14/2022 05:04:00 PM,8700 S COMMERCIAL AVE,SOUTH CHICAGO,40-49,M,BLK,FIRST DEGREE MURDER,12,4,17,STREET,41.73700165,-87.55200535,POINT (-87.55200534612 41.737001654142)
JF510537,12/14/2022 05:04:00 PM,8700 S COMMERCIAL AVE,SOUTH CHICAGO,30-39,M,BLK,FIRST DEGREE MURDER,12,4,17,STREET,41.73700165,-87.55200535,POINT (-87.55200534612 41.737001654142)
JF510373,12/14/2022 02:24:00 PM,4600 W MAYPOLE AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,12,4,14,VEHICLE NON-COMMERCIAL,41.88442165,-87.74047465,POINT (-87.74047465388 41.884421654142)
JF510094,12/14/2022 10:36:00 AM,4900 W FERDINAND ST,AUSTIN,20-29,M,BLK,AGGRAVATED - HANDGUN,12,4,10,STREET,41.8889369,-87.74885094,POINT (-87.748850941301 41.888936904142)
JF510055,12/14/2022 10:17:00 AM,0 N CENTRAL AVE,AUSTIN,40-49,M,BLK,FIRST DEGREE MURDER,12,4,10,ALLEY,41.8807605,-87.76504,POINT (-87.76504 41.8807605)
JF510015,12/14/2022 09:27:00 AM,4400 W MAYPOLE AVE,WEST GARFIELD PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,12,4,9,STREET,41.8840405,-87.7378,POINT (-87.7378 41.8840405)
JF509762,12/14/2022 01:39:00 AM,4300 N KOSTNER AVE,IRVING PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,12,4,1,VEHICLE NON-COMMERCIAL,41.96071833,-87.73831363,POINT (-87.73831363288 41.960718329858)
JF509719,12/13/2022 10:45:00 PM,3000 W JACKSON BLVD,EAST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,12,3,22,VEHICLE NON-COMMERCIAL,41.8777431,-87.70272906,POINT (-87.702729058699 41.877743095858)
JF509532,12/13/2022 06:50:00 PM,100 W 105TH ST,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,12,3,18,STREET,41.70376835,-87.62696465,POINT (-87.62696465388 41.703768345858)
JF509354,12/13/2022 05:18:00 PM,7400 S ST LAWRENCE AVE,GREATER GRAND CROSSING,50-59,M,BLK,AGGRAVATED - HANDGUN,12,3,17,SIDEWALK,41.7596469,-87.61017094,POINT (-87.610170941301 41.759646904142)
JF509032,12/13/2022 01:12:00 PM,700 N SAWYER AVE,HUMBOLDT PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,12,3,13,STREET,41.89408835,-87.70744465,POINT (-87.70744465388 41.894088345858)
JF509045,12/13/2022 07:00:00 AM,8300 S VINCENNES AVE,AUBURN GRESHAM,50-59,M,BLK,AGGRAVATED - HANDGUN,12,3,7,STREET,41.7417105,-87.63768,POINT (-87.63768 41.7417105)
JF509102,12/13/2022 06:26:00 AM,1300 N SEDGWICK ST,NEAR NORTH SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,12,3,6,APARTMENT,41.90573835,-87.63812465,POINT (-87.63812465388 41.905738345858)
JF508525,12/13/2022 02:35:00 AM,2800 W MONTROSE AVE,IRVING PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,12,3,2,STREET,41.9604195,-87.70006398,POINT (-87.700063981 41.960419501)
JF508506,12/13/2022 01:16:00 AM,0 W 40TH PL,GRAND BOULEVARD,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - OTHER FIREARM,12,3,1,STREET,41.8200269,-87.62794906,POINT (-87.627949058699 41.820026904142)
JF508465,12/12/2022 23:54,8400 S BURLEY AVE,SOUTH CHICAGO,20-29,M,BLK,FIRST DEGREE MURDER,12,2,23,STREET,41.7407705,-87.54526,POINT (-87.54526 41.7407705)
JF508365,12/12/2022 21:15,6000 S HARPER AVE,WOODLAWN,30-39,M,BLK,FIRST DEGREE MURDER,12,2,21,STREET,41.7840905,-87.58799,POINT (-87.58799 41.7840905)
JF508078,12/12/2022 16:59,1500 W 54TH ST,NEW CITY,0-19,M,BLK,AGGRAVATED - HANDGUN,12,2,16,ALLEY,41.79617835,-87.66276535,POINT (-87.66276534612 41.796178345858)
JF507992,12/12/2022 16:11,100 S KILBOURN AVE,WEST GARFIELD PARK,40-49,M,BLK,FIRST DEGREE MURDER,12,2,16,STREET,41.87923835,-87.73758465,POINT (-87.73758465388 41.879238345858)
JF507896,12/12/2022 15:45,1100 W 47TH ST,NEW CITY,20-29,M,WHI,AGGRAVATED - HANDGUN,12,2,15,RESTAURANT,41.8081369,-87.65526906,POINT (-87.655269058699 41.808136904142)
JF507896,12/12/2022 15:45,1100 W 47TH ST,NEW CITY,30-39,M,WWH,AGGRAVATED - HANDGUN,12,2,15,RESTAURANT,41.8081369,-87.65526906,POINT (-87.655269058699 41.808136904142)
JF507109,12/12/2022 00:52,7100 S SOUTH CHICAGO AVE,GREATER GRAND CROSSING,30-39,M,BLK,AGGRAVATED - HANDGUN,12,2,0,STREET,41.7661031,-87.60525906,POINT (-87.605259058699 41.766103095858)
JF507027,12/11/2022 21:46,5600 S RICHMOND ST,GAGE PARK,0-19,M,WWH,AGGRAVATED - HANDGUN,12,1,21,ALLEY,41.79053165,-87.69795535,POINT (-87.69795534612 41.790531654142)
JF506947,12/11/2022 20:30,3300 W 54TH ST,GAGE PARK,30-39,M,WWH,AGGRAVATED - HANDGUN,12,1,20,STREET,41.79500165,-87.70661535,POINT (-87.70661534612 41.795001654142)
JF506870,12/11/2022 19:00,13200 S LANGLEY AVE,RIVERDALE,0-19,M,BLK,AGGRAVATED - HANDGUN,12,1,19,STREET,41.65533967,-87.60509855,POINT (-87.605098547471 41.655339668947)
JF506424,12/11/2022 12:54,2300 S HOMAN AVE,SOUTH LAWNDALE,30-39,M,WWH,AGGRAVATED - HANDGUN,12,1,12,RESIDENCE,41.8480169,-87.70961094,POINT (-87.709610941301 41.848016904142)
JF506176,12/11/2022 08:00,200 S KILBOURN AVE,WEST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,12,1,8,STREET,41.8772469,-87.73794906,POINT (-87.737949058699 41.877246904142)
JF506079,12/11/2022 04:35,3900 S KEDZIE AVE,BRIGHTON PARK,30-39,M,WHI,AGGRAVATED - HANDGUN,12,1,4,STREET,41.8225731,-87.70463906,POINT (-87.704639058699 41.822573095858)
JF505994,12/11/2022 02:25,5500 W SCHOOL ST,PORTAGE PARK,50-59,M,WWH,FIRST DEGREE MURDER,12,1,2,STREET,41.9400269,-87.76592094,POINT (-87.765920941301 41.940026904142)
JF505994,12/11/2022 02:25,5500 W SCHOOL ST,PORTAGE PARK,20-29,F,WWH,FIRST DEGREE MURDER,12,1,2,STREET,41.9400269,-87.76592094,POINT (-87.765920941301 41.940026904142)
JF505994,12/11/2022 02:25,5500 W SCHOOL ST,PORTAGE PARK,20-29,F,WWH,FIRST DEGREE MURDER,12,1,2,STREET,41.9400269,-87.76592094,POINT (-87.765920941301 41.940026904142)
JF505994,12/11/2022 02:25,5500 W SCHOOL ST,PORTAGE PARK,20-29,M,WWH,FIRST DEGREE MURDER,12,1,2,STREET,41.9400269,-87.76592094,POINT (-87.765920941301 41.940026904142)
JF505958,12/11/2022 01:11,1600 W DIVISION ST,WEST TOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,12,1,1,SIDEWALK,41.90339835,-87.66927535,POINT (-87.66927534612 41.903398345858)
JF505788,12/10/2022 21:11,2400 S ROCKWELL ST,SOUTH LAWNDALE,0-19,M,WWH,AGGRAVATED - HANDGUN,12,7,21,STREET,41.84715835,-87.69069535,POINT (-87.69069534612 41.847158345858)
JF505696,12/10/2022 19:11,0 W 105TH ST,ROSELAND,30-39,M,BLK,FIRST DEGREE MURDER,12,7,19,ALLEY,41.7031269,-87.62431906,POINT (-87.624319058699 41.703126904142)
JF505623,12/10/2022 18:10,2000 E 67TH ST,SOUTH SHORE,30-39,M,WHI,FIRST DEGREE MURDER,12,7,18,HALLWAY,41.77316165,-87.57533465,POINT (-87.57533465388 41.773161654142)
JF505364,12/10/2022 13:53,5100 W DIVISION ST,AUSTIN,20-29,M,WWH,ATTEMPT ARMED - HANDGUN,12,7,13,SIDEWALK,41.9016569,-87.75496094,POINT (-87.754960941301 41.901656904142)
JF505172,12/10/2022 11:01,1000 W 103RD ST,WASHINGTON HEIGHTS,20-29,M,BLK,AGGRAVATED - HANDGUN,12,7,11,RESIDENCE - YARD (FRONT / BACK),41.70693835,-87.64887465,POINT (-87.64887465388 41.706938345858)
JF504811,12/10/2022 02:13,4900 N SPAULDING AVE,ALBANY PARK,20-29,F,WWH,AGGRAVATED - HANDGUN,12,7,2,STREET,41.97213122,-87.71065345,POINT (-87.710653452301 41.972131215858)
JF504773,12/10/2022 01:10,2700 N PULASKI RD,LOGAN SQUARE,20-29,F,WWH,FIRST DEGREE MURDER,12,7,1,STREET,41.93103165,-87.72667465,POINT (-87.72667465388 41.931031654142)
JF504717,12/09/2022 23:52,5900 W ROOSEVELT RD,AUSTIN,20-29,M,WWH,AGGRAVATED - HANDGUN,12,6,23,SIDEWALK,41.86541165,-87.77223535,POINT (-87.77223534612 41.865411654142)
JF504694,12/09/2022 23:15,1300 W 80TH ST,AUBURN GRESHAM,30-39,F,BLK,AGGRAVATED - HANDGUN,12,6,23,APARTMENT,41.7482469,-87.65649094,POINT (-87.656490941301 41.748246904142)
JF504574,12/09/2022 20:16,600 E 40TH ST,GRAND BOULEVARD,30-39,M,BLK,FIRST DEGREE MURDER,12,6,20,STREET,41.82098563,-87.61066263,POINT (-87.610662626301 41.820985630142)
JF504410,12/09/2022 19:43,900 W 53RD ST,NEW CITY,30-39,F,BLK,AGGRAVATED - HANDGUN,12,6,19,SIDEWALK,41.79824967,-87.64914855,POINT (-87.649148547471 41.798249668947)
JF504311,12/09/2022 16:42,3800 W MADISON ST,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,12,6,16,GROCERY FOOD STORE,41.8811431,-87.72273094,POINT (-87.722730941301 41.881143095858)
JF503571,12/09/2022 05:30,2100 W MONTROSE AVE,NORTH CENTER,30-39,M,API,AGGRAVATED - HANDGUN,12,6,5,STREET,41.9617731,-87.68325094,POINT (-87.683250941301 41.961773095858)
JF504378,12/08/2022 19:28,5100 N WOLCOTT AVE,LINCOLN SQUARE,0-19,F,WWH,AGGRAVATED - HANDGUN,12,5,19,STREET,41.97543787,-87.67687131,POINT (-87.67687130912 41.975437871858)
JF503185,12/08/2022 18:03,9000 S MARSHFIELD AVE,WASHINGTON HEIGHTS,40-49,M,BLK,ARMED - HANDGUN,12,5,18,VEHICLE NON-COMMERCIAL,41.7285805,-87.66423,POINT (-87.66423 41.7285805)
JF503331,12/08/2022 17:30,8800 S EXCHANGE AVE,SOUTH CHICAGO,0-19,M,BLK,AGGRAVATED - HANDGUN,12,5,17,STREET,41.7358531,-87.55265094,POINT (-87.552650941301 41.735853095858)
JF503027,12/08/2022 16:30,8700 S ADA ST,AUBURN GRESHAM,30-39,F,BLK,AGGRAVATED - HANDGUN,12,5,16,SIDEWALK,41.73450165,-87.65753535,POINT (-87.65753534612 41.734501654142)
JF503027,12/08/2022 16:30,8700 S ADA ST,AUBURN GRESHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,12,5,16,SIDEWALK,41.73450165,-87.65753535,POINT (-87.65753534612 41.734501654142)
JF502439,12/08/2022 08:56,0 E 28TH ST,DOUGLAS,30-39,M,BLK,FIRST DEGREE MURDER,12,5,8,STREET,41.8439631,-87.62588906,POINT (-87.625889058699 41.843963095858)
JF502352,12/08/2022 07:11,10100 S LUELLA AVE,SOUTH DEERING,0-19,M,BLK,AGGRAVATED - HANDGUN,12,5,7,STREET,41.71166835,-87.56789465,POINT (-87.56789465388 41.711668345858)
JF502263,12/08/2022 03:10,6900 S MORGAN ST,ENGLEWOOD,40-49,M,BLK,AGGRAVATED - HANDGUN,12,5,3,SIDEWALK,41.76829165,-87.64906465,POINT (-87.64906465388 41.768291654142)
JF502219,12/08/2022 01:31,1500 W 69TH ST,WEST ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,12,5,1,VACANT LOT / LAND,41.7691631,-87.66360906,POINT (-87.663609058699 41.769163095858)
JF502077,12/07/2022 21:08,8000 S MARYLAND AVE,CHATHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,12,4,21,STREET,41.74764165,-87.60415535,POINT (-87.60415534612 41.747641654142)
JF502057,12/07/2022 20:50,700 W 48TH ST,NEW CITY,0-19,M,WWH,AGGRAVATED - HANDGUN,12,4,20,STREET,41.80699165,-87.64422535,POINT (-87.64422534612 41.806991654142)
JF502047,12/07/2022 20:25,1500 W HUBBARD ST,WEST TOWN,30-39,F,BLK,FIRST DEGREE MURDER,12,4,20,AUTO,41.88982165,-87.66608535,POINT (-87.66608534612 41.889821654142)
JF502031,12/07/2022 20:06,8200 S KEDZIE AVE,ASHBURN,30-39,M,BLK,FIRST DEGREE MURDER,12,4,20,GAS STATION DRIVE/PROP.,41.7446331,-87.70211094,POINT (-87.702110941301 41.744633095858)
JF501915,12/07/2022 18:19,7200 S GREEN ST,ENGLEWOOD,40-49,F,BLK,FIRST DEGREE MURDER,12,4,18,PORCH,41.7623205,-87.64571,POINT (-87.64571 41.7623205)
JF501873,12/07/2022 17:25,100 W 126TH PL,WEST PULLMAN,40-49,M,BLK,AGGRAVATED - HANDGUN,12,4,17,SIDEWALK,41.66411667,-87.62529566,POINT (-87.62529565488 41.664116672142)
JF501659,12/07/2022 15:11,7900 S COTTAGE GROVE AVE,CHATHAM,20-29,F,BLK,FIRST DEGREE MURDER,12,4,15,STREET,41.7515931,-87.60564906,POINT (-87.605649058699 41.751593095858)
JF501659,12/07/2022 15:11,7900 S COTTAGE GROVE AVE,CHATHAM,30-39,M,BLK,FIRST DEGREE MURDER,12,4,15,STREET,41.7515931,-87.60564906,POINT (-87.605649058699 41.751593095858)
JF501649,12/07/2022 15:04,4300 S CALIFORNIA AVE,BRIGHTON PARK,0-19,M,WWH,AGGRAVATED - HANDGUN,12,4,15,STREET,41.8158531,-87.69453906,POINT (-87.694539058699 41.815853095858)
JF501379,12/07/2022 11:38,8100 S DREXEL AVE,CHATHAM,20-29,F,BLK,FIRST DEGREE MURDER,12,4,11,APARTMENT,41.7468031,-87.60302906,POINT (-87.603029058699 41.746803095858)
JF501379,12/07/2022 11:38,8100 S DREXEL AVE,CHATHAM,70-79,M,BLK,FIRST DEGREE MURDER,12,4,11,APARTMENT,41.7468031,-87.60302906,POINT (-87.603029058699 41.746803095858)
JF501354,12/07/2022 10:50,1100 W 104TH ST,WASHINGTON HEIGHTS,0-19,M,BLK,AGGRAVATED - HANDGUN,12,4,10,RESIDENCE,41.7044169,-87.65111094,POINT (-87.651110941301 41.704416904142)
JF500957,12/07/2022 03:15,9400 S ST LAWRENCE AVE,ROSELAND,20-29,F,BLK,FIRST DEGREE MURDER,12,4,3,HOUSE,41.72308165,-87.60963535,POINT (-87.60963534612 41.723081654142)
JF500753,12/06/2022 20:09,0 N PINE AVE,AUSTIN,20-29,M,BLK,AGGRAVATED - HANDGUN,12,3,20,VACANT LOT / LAND,41.88136165,-87.76294465,POINT (-87.76294465388 41.881361654142)
JF500698,12/06/2022 19:17,1100 S MASON AVE,AUSTIN,40-49,M,BLK,FIRST DEGREE MURDER,12,3,19,STREET,41.86640835,-87.77351535,POINT (-87.77351534612 41.866408345858)
JF500642,12/06/2022 18:21,1300 S KOMENSKY AVE,NORTH LAWNDALE,20-29,M,BLK,FIRST DEGREE MURDER,12,3,18,STREET,41.86307835,-87.72600465,POINT (-87.72600465388 41.863078345858)
JF500569,12/06/2022 18:17,1300 S HOMAN AVE,NORTH LAWNDALE,20-29,M,BLK,FIRST DEGREE MURDER,12,3,18,STREET,41.8647331,-87.71059906,POINT (-87.710599058699 41.864733095858)
JF500626,12/06/2022 18:16,4500 W CONGRESS PKWY,WEST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,12,3,18,VEHICLE NON-COMMERCIAL,41.8737969,-87.73960906,POINT (-87.739609058699 41.873796904142)
JF500495,12/06/2022 16:38,0 S KOSTNER AVE,WEST GARFIELD PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,12,3,16,CONVENIENCE STORE,41.8791905,-87.73559,POINT (-87.73559 41.8791905)
JF500495,12/06/2022 16:38,0 S KOSTNER AVE,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,12,3,16,CONVENIENCE STORE,41.8791905,-87.73559,POINT (-87.73559 41.8791905)
JF500322,12/06/2022 15:16,5100 W HARRISON ST,AUSTIN,0-19,M,BLK,FIRST DEGREE MURDER,12,3,15,STREET,41.87325835,-87.75362465,POINT (-87.75362465388 41.873258345858)
JF499748,12/06/2022 05:44,8000 S MARYLAND AVE,CHATHAM,60-69,M,BLK,AGGRAVATED - HANDGUN,12,3,5,ALLEY,41.74826835,-87.60416535,POINT (-87.60416534612 41.748268345858)
JF499688,12/06/2022 02:05,9900 S HALSTED ST,WASHINGTON HEIGHTS,0-19,F,BLK,AGGRAVATED - HANDGUN,12,3,2,STREET,41.71421835,-87.64328535,POINT (-87.64328534612 41.714218345858)
JF499639,12/05/2022 23:36,4700 S ELLIS AVE,KENWOOD,20-29,F,BLK,AGGRAVATED - HANDGUN,12,2,23,RESIDENCE - PORCH / HALLWAY,41.8094431,-87.60209906,POINT (-87.602099058699 41.809443095858)
JF499593,12/05/2022 22:10,800 E 81ST ST,CHATHAM,40-49,M,BLK,AGGRAVATED - HANDGUN,12,2,22,SIDEWALK,41.74755165,-87.60418465,POINT (-87.60418465388 41.747551654142)
JF499572,12/05/2022 21:53,2800 S PULASKI RD,SOUTH LAWNDALE,30-39,F,WHI,AGGRAVATED - HANDGUN,12,2,21,STREET,41.84051835,-87.72415465,POINT (-87.72415465388 41.840518345858)
JF500922,12/05/2022 19:00,5100 S DREXEL AVE,HYDE PARK,60-69,M,BLK,AGGRAVATED - HANDGUN,12,2,19,ALLEY,41.80098835,-87.60365465,POINT (-87.60365465388 41.800988345858)
JF498961,12/05/2022 13:23,6000 S PULASKI RD,WEST LAWN,0-19,M,WWH,AGGRAVATED - HANDGUN,12,2,13,STREET,41.7842731,-87.72278094,POINT (-87.722780941301 41.784273095858)
JF498140,12/04/2022 19:47,6400 S CICERO AVE,CLEARING,30-39,M,BLK,ATTEMPT ARMED - HANDGUN,12,1,19,RESTAURANT,41.77549967,-87.74217855,POINT (-87.742178547471 41.775499668947)
JF497970,12/04/2022 16:05,4600 S TALMAN AVE,BRIGHTON PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,12,1,16,STREET,41.81052967,-87.69059855,POINT (-87.690598547471 41.810529668947)
JF497398,12/04/2022 03:30,1900 W OGDEN AVE,NEAR WEST SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,12,1,3,GAS STATION,41.87338835,-87.67613535,POINT (-87.67613534612 41.873388345858)
JF497370,12/04/2022 02:50,3400 W 59TH ST,CHICAGO LAWN,40-49,F,WWH,AGGRAVATED - HANDGUN,12,1,2,SIDEWALK,41.78661967,-87.70968855,POINT (-87.709688547471 41.786619668947)
JF497370,12/04/2022 02:50,3400 W 59TH ST,CHICAGO LAWN,30-39,M,WWH,AGGRAVATED - HANDGUN,12,1,2,SIDEWALK,41.78661967,-87.70968855,POINT (-87.709688547471 41.786619668947)
JF497295,12/04/2022 00:38,5000 W AUGUSTA BLVD,AUSTIN,0-19,M,WWH,AGGRAVATED - HANDGUN,12,1,0,STREET,41.8981105,-87.75263,POINT (-87.75263 41.8981105)
JF497278,12/04/2022 00:05,300 E 120TH PL,WEST PULLMAN,40-49,M,BLK,AGGRAVATED - HANDGUN,12,1,0,SIDEWALK,41.67546835,-87.61645535,POINT (-87.61645534612 41.675468345858)
JF497316,12/03/2022 23:15,9500 S HALSTED ST,WASHINGTON HEIGHTS,0-19,M,BLK,AGGRAVATED - HANDGUN,12,7,23,STREET,41.7207869,-87.64362906,POINT (-87.643629058699 41.720786904142)
JF497157,12/03/2022 20:23,1700 E 78TH ST,SOUTH SHORE,50-59,M,BLK,AGGRAVATED - HANDGUN,12,7,20,SIDEWALK,41.75305165,-87.58214535,POINT (-87.58214534612 41.753051654142)
JF496924,12/03/2022 16:25,5700 S WINCHESTER AVE,WEST ENGLEWOOD,40-49,M,BLK,AGGRAVATED - HANDGUN,12,7,16,RESIDENCE,41.7883069,-87.67282094,POINT (-87.672820941301 41.788306904142)
JF496641,12/03/2022 12:20,600 E 79TH ST,CHATHAM,20-29,F,BLK,AGGRAVATED - HANDGUN,12,7,12,RESTAURANT,41.7515931,-87.60939094,POINT (-87.609390941301 41.751593095858)
JF496641,12/03/2022 12:20,600 E 79TH ST,CHATHAM,0-19,M,BLK,AGGRAVATED - HANDGUN,12,7,12,RESTAURANT,41.7515931,-87.60939094,POINT (-87.609390941301 41.751593095858)
JF496202,12/03/2022 01:43,1400 S KEDVALE AVE,NORTH LAWNDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,12,7,1,APARTMENT,41.86232835,-87.72813465,POINT (-87.72813465388 41.862328345858)
JF496175,12/03/2022 00:54,900 W 87TH ST,AUBURN GRESHAM,30-39,M,BLK,FIRST DEGREE MURDER,12,7,0,GARAGE,41.7353205,-87.64616,POINT (-87.64616 41.7353205)
JF496175,12/03/2022 00:54,900 W 87TH ST,AUBURN GRESHAM,20-29,M,BLK,FIRST DEGREE MURDER,12,7,0,GARAGE,41.7353205,-87.64616,POINT (-87.64616 41.7353205)
JF496107,12/02/2022 23:19,200 S CICERO AVE,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,12,6,23,STREET,41.87695165,-87.74573535,POINT (-87.74573534612 41.876951654142)
JF496107,12/02/2022 23:19,200 S CICERO AVE,AUSTIN,30-39,M,BLK,FIRST DEGREE MURDER,12,6,23,STREET,41.87695165,-87.74573535,POINT (-87.74573534612 41.876951654142)
JF495315,12/02/2022 11:21,700 W 74TH ST,ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,12,6,11,STREET,41.7590405,-87.64325,POINT (-87.64325 41.7590405)
JF495218,12/02/2022 08:55,1100 N MONTICELLO AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,12,6,8,STREET,41.90259835,-87.71835535,POINT (-87.71835534612 41.902598345858)
JF495218,12/02/2022 08:55,1100 N MONTICELLO AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,12,6,8,STREET,41.90259835,-87.71835535,POINT (-87.71835534612 41.902598345858)
JF495008,12/02/2022 01:15,5300 W MONROE ST,AUSTIN,40-49,M,BLK,AGGRAVATED - HANDGUN,12,6,1,SIDEWALK,41.87962835,-87.75880535,POINT (-87.75880534612 41.879628345858)
JF494962,12/02/2022 00:30,5800 W WASHINGTON BLVD,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,12,6,0,STREET,41.88245835,-87.77093465,POINT (-87.77093465388 41.882458345858)
JF494737,12/01/2022 18:52,7500 S EBERHART AVE,GREATER GRAND CROSSING,30-39,M,BLK,FIRST DEGREE MURDER,12,5,18,STREET,41.75817165,-87.61295535,POINT (-87.61295534612 41.758171654142)
JF494395,12/01/2022 14:30,2200 W 50TH PL,GAGE PARK,0-19,M,WWH,AGGRAVATED - HANDGUN,12,5,14,STREET,41.8013605,-87.68053,POINT (-87.68053 41.8013605)
JF494228,12/01/2022 12:56,9200 S CREGIER AVE,CALUMET HEIGHTS,30-39,M,BLK,ARMED - HANDGUN,12,5,12,STREET,41.72801835,-87.58064535,POINT (-87.58064534612 41.728018345858)
JF493595,11/30/2022 09:25:00 PM,3400 S DR MARTIN LUTHER KING JR DR,DOUGLAS,20-29,M,BLK,FIRST DEGREE MURDER,11,4,21,GARAGE,41.8314105,-87.61683,POINT (-87.61683 41.8314105)
JF492907,11/30/2022 10:45:00 AM,2500 W 63RD ST,CHICAGO LAWN,0-19,M,BLK,AGGRAVATED - HANDGUN,11,4,10,SIDEWALK,41.77892165,-87.68664535,POINT (-87.68664534612 41.778921654142)
JF492496,11/29/2022 11:56:00 PM,3600 W FRANKLIN BLVD,HUMBOLDT PARK,30-39,F,WWH,AGGRAVATED - HANDGUN,11,3,23,SIDEWALK,41.8893469,-87.71682906,POINT (-87.716829058699 41.889346904142)
JF492487,11/29/2022 11:00:00 PM,1700 W DIVISION ST,WEST TOWN,30-39,M,WWH,AGGRAVATED - HANDGUN,11,3,23,STREET,41.90298165,-87.67177535,POINT (-87.67177534612 41.902981654142)
JF492391,11/29/2022 09:30:00 PM,5100 S LAFLIN ST,NEW CITY,40-49,M,WWH,ARMED - HANDGUN,11,3,21,ALLEY,41.8002031,-87.66189094,POINT (-87.661890941301 41.800203095858)
JF492380,11/29/2022 09:01:00 PM,700 W 60TH ST,ENGLEWOOD,0-19,M,BLK,FIRST DEGREE MURDER,11,3,21,HOUSE,41.78575967,-87.64292855,POINT (-87.642928547471 41.785759668947)
JF492213,11/29/2022 06:20:00 PM,4400 S WOOD ST,NEW CITY,0-19,M,WWH,AGGRAVATED - HANDGUN,11,3,18,RESIDENCE - YARD (FRONT / BACK),41.81324165,-87.66937465,POINT (-87.66937465388 41.813241654142)
JF492185,11/29/2022 05:57:00 PM,9400 S WENTWORTH AVE,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,11,3,17,STREET,41.7218005,-87.62883,POINT (-87.62883 41.7218005)
JF492031,11/29/2022 04:13:00 PM,7000 S HALSTED ST,ENGLEWOOD,40-49,M,BLK,AGGRAVATED - HANDGUN,11,3,16,PARKING LOT / GARAGE (NON RESIDENTIAL),41.7658831,-87.64400094,POINT (-87.644000941301 41.765883095858)
JF491228,11/29/2022 01:13:00 AM,3400 W 30TH ST,SOUTH LAWNDALE,30-39,M,WWH,FIRST DEGREE MURDER,11,3,1,STREET,41.83925835,-87.71089535,POINT (-87.71089534612 41.839258345858)
JF490970,11/28/2022 06:41:00 PM,600 E 79TH ST,GREATER GRAND CROSSING,20-29,M,BLK,FIRST DEGREE MURDER,11,2,18,STREET,41.75192967,-87.60771855,POINT (-87.607718547471 41.751929668947)
JF490764,11/28/2022 04:07:00 PM,400 E 87TH ST,CHATHAM,40-49,M,BLK,FIRST DEGREE MURDER,11,2,16,STREET,41.7361269,-87.61364094,POINT (-87.613640941301 41.736126904142)
