Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
19CP028976,P005793585|P005793586|P005793587|P005793588|P005793589|P005793590,04/05/2019,POLICE,06/07/2019 09:00:00 AM,5940 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78529921708261,-87.68639380122754,POINT (-87.68639380122754 41.78529921708261)
19CP020970,P005793621|P005793622|P005793623|P005793624|P005793625|P005793626,04/06/2019,POLICE,05/03/2019 09:00:00 AM,7918 S KOMENSKY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74884630773476,-87.72326130631174,POINT (-87.72326130631174 41.74884630773476)
19CP029228,P005806050|P005806051|P005806052|P005806053|P005806054|P005806055,04/11/2019,POLICE,06/07/2019 09:00:00 AM,7918 S KOMENSKY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74884630773476,-87.72326130631174,POINT (-87.72326130631174 41.74884630773476)
19CP029209,P005794040|P005811861|P005811862|P005812158|P005812159|P005812160,04/11/2019,POLICE,06/07/2019 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
19CP025856,P005660073|P005660075|P005660076,04/12/2019,POLICE,06/07/2019 09:00:00 AM,2222 W 54TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79488389886533,-87.6806999374005,POINT (-87.6806999374005 41.79488389886533)
19CP052656,P005481352|P005481353|P005481354,04/16/2019,POLICE,02/07/2020 11:00:00 AM,7611 S LOWE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75576463927935,-87.64036402975894,POINT (-87.64036402975894 41.75576463927935)
19CP029226,P005811882|P005811883|P005811884|P005811885|P005811886|P005811887,04/17/2019,POLICE,06/07/2019 09:00:00 AM,7343 S RICHMOND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.759579141140755,-87.69641126992127,POINT (-87.69641126992127 41.759579141140755)
19CP033315,P005806608|P005806609|P005806610|P005811261|P005811262|P005811263,05/05/2019,POLICE,07/05/2019 09:00:00 AM,6531 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7740260301563,-87.72737530088479,POINT (-87.72737530088479 41.7740260301563)
19CP033319,P005806602|P005806603|P005806604|P005806605|P005806606|P005806607,05/05/2019,POLICE,07/05/2019 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
19CP032874,P005778270|P005778271|P005778272|P005778273|P005778274|P005778275,05/07/2019,POLICE,07/05/2019 09:00:00 AM,7021 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76616390186508,-87.6600631306453,POINT (-87.6600631306453 41.76616390186508)
19CP037358,P005631062|P005631064|P005631066,05/08/2019,POLICE,07/05/2019 09:00:00 AM,5425 S DAMEN AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79498765093335,-87.67418568136209,POINT (-87.67418568136209 41.79498765093335)
19CP037358,P005631062|P005631064|P005631066,05/08/2019,POLICE,07/05/2019 09:00:00 AM,5435 S DAMEN AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794700411742895,-87.67417797305055,POINT (-87.67417797305055 41.794700411742895)
19CP034996,P005817945|P005817946|P005817947|P005817948|P005817949|P005817950,05/09/2019,POLICE,08/02/2019 01:00:00 PM,57 E 102ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70890958891749,-87.62134146089745,POINT (-87.62134146089745 41.70890958891749)
19CP033312,P005811270|P005811271|P005811272|P005811273|P005811274|P005811275,05/11/2019,POLICE,07/05/2019 09:00:00 AM,6230 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78001586543698,-87.69234742148967,POINT (-87.69234742148967 41.78001586543698)
19CP033313,P005806452|P005806453|P005806454|P005806455|P005806456|P005806457,05/11/2019,POLICE,07/05/2019 09:00:00 AM,6201 S FRANCISCO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78081454997919,-87.6957304353496,POINT (-87.6957304353496 41.78081454997919)
19CP040687,P005631140|P005631141|P005631142|P005631144,05/23/2019,POLICE,08/02/2019 09:00:00 AM,485 S BISHOP ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
19CP040687,P005631140|P005631141|P005631142|P005631144,05/23/2019,POLICE,08/02/2019 09:00:00 AM,4859 S BISHOP ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.805105762959506,-87.66108252147876,POINT (-87.66108252147876 41.805105762959506)
19CP040687,P005631140|P005631141|P005631142|P005631144,05/23/2019,POLICE,08/02/2019 09:00:00 AM,4859 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.805105762959506,-87.66108252147876,POINT (-87.66108252147876 41.805105762959506)
19CP034987,P005688221|P005688222|P005688223|P005917983|P005917984|P005917985,05/24/2019,POLICE,08/02/2019 11:00:00 AM,13243 S BRANDON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.65422382476434,-87.54576613736057,POINT (-87.54576613736057 41.65422382476434)
19CP043690,P005793349|P005793350|P005793351|P005793352|P005793353|P005793354,06/10/2019,POLICE,08/02/2019 09:00:00 AM,6230 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78001586543698,-87.69234742148967,POINT (-87.69234742148967 41.78001586543698)
19CP043700,P005688209|P005688210|P005688211|P005688212|P005688213|P005688214,06/15/2019,POLICE,08/02/2019 11:00:00 AM,9750 S OGLESBY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CARRINGTON MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.71727087966475,-87.56592033693919,POINT (-87.56592033693919 41.71727087966475)
19CP044084,P005806209|P005806210|P005806211|P005806212|P005806213|P005806214,06/16/2019,POLICE,08/02/2019 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
19CP043708,P005688942|P005688943|P005688944|P005688945|P005688946|P005688947,06/17/2019,POLICE,09/06/2019 01:00:00 PM,1230 N HARDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90359088410895,-87.72526010375364,POINT (-87.72526010375364 41.90359088410895)
19CP049432,P005631213|P005631214|P005631215|P005631216,06/20/2019,POLICE,09/06/2019 09:00:00 AM,3603 S CALIFORNIA AV ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82815840369853,-87.69461435176726,POINT (-87.69461435176726 41.82815840369853)
19CP049432,P005631213|P005631214|P005631215|P005631216,06/20/2019,POLICE,09/06/2019 09:00:00 AM,3603 S CALIFORNIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82815840369853,-87.69461435176726,POINT (-87.69461435176726 41.82815840369853)
19CP040540,P005808276,06/27/2019,POLICE,08/06/2019 02:30:00 PM,1230 N HARDING ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90359088410895,-87.72526010375364,POINT (-87.72526010375364 41.90359088410895)
19CP052331,P005471767,08/12/2019,POLICE,10/08/2019 02:30:00 PM,1230 N HARDING ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",Not liable - City failed to establish prima facie case,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90359088410895,-87.72526010375364,POINT (-87.72526010375364 41.90359088410895)
19CP057473,P005860536|P005860543|P005860550,08/13/2019,POLICE,10/04/2019 11:00:00 AM,8736 S MAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.73480256758355,-87.65224181031262,POINT (-87.65224181031262 41.73480256758355)
19CP057472,P005860557|P005860558|P005860559,08/15/2019,POLICE,10/04/2019 11:00:00 AM,10221 S PROSPECT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70770218860563,-87.66202077517727,POINT (-87.66202077517727 41.70770218860563)
19CP062707,P005631303|P005631304|P005631305|P005631306|P005631307,08/20/2019,POLICE,11/01/2019 09:00:00 AM,4756 S SHIELDS AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80750268431517,-87.63468908858835,POINT (-87.63468908858835 41.80750268431517)
19CP061022,P005830650|P005830651|P005830652|P005830653|P005830654|P005830655,08/23/2019,POLICE,10/04/2019 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
19CP066134,P005818201|P005818202,08/24/2019,POLICE,11/01/2019 01:00:00 PM,6715 S ST LAWRENCE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77257336787652,-87.61045239218753,POINT (-87.61045239218753 41.77257336787652)
19CP061024,P005830857|P005830858|P005830859|P005830860|P005830861|P005830862,08/29/2019,POLICE,10/04/2019 09:00:00 AM,3605 W 60TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIBANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78415673003841,-87.71356373476635,POINT (-87.71356373476635 41.78415673003841)
19CP060314,P005354234|P005354240,08/29/2019,POLICE,10/04/2019 01:00:00 PM,325 N LATROBE ,13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88641619901239,-87.7563635707262,POINT (-87.7563635707262 41.88641619901239)
19CP058247,P005817597|P005817598|P005817599|P005817600|P005817601|P005817602,09/02/2019,POLICE,10/04/2019 01:00:00 PM,7427 S M L KING ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75940772613523,-87.61499896447731,POINT (-87.61499896447731 41.75940772613523)
19CP066137,P005818193|P005818194,09/07/2019,POLICE,11/01/2019 01:00:00 PM,3941 W MONROE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87966209317489,-87.72482978809,POINT (-87.72482978809 41.87966209317489)
19CP064500,P005818166|P005818167,09/07/2019,POLICE,11/01/2019 01:00:00 PM,7807 S VERNON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75270255244992,-87.61360525759002,POINT (-87.61360525759002 41.75270255244992)
19CP066167,P005865465|P005865466|P005865467|P005865468|P005865469|P005865470,09/08/2019,POLICE,11/01/2019 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
19CP066160,P005865450|P005865451|P005865452|P005865453|P005865454|P005865455,09/08/2019,POLICE,11/01/2019 09:00:00 AM,3605 W 60TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIBANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78415673003841,-87.71356373476635,POINT (-87.71356373476635 41.78415673003841)
19CP066629,P005470283|P005470284,09/09/2019,POLICE,01/03/2020 01:00:00 PM,530 N HARDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.89081663097547,-87.72487347779658,POINT (-87.72487347779658 41.89081663097547)
19CP066641,P005470281|P005470282,09/09/2019,POLICE,11/01/2019 01:00:00 PM,3311 W MONROE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87950782361476,-87.70894718102213,POINT (-87.70894718102213 41.87950782361476)
19CP066626,P005470261|P005470262,09/09/2019,POLICE,11/01/2019 01:00:00 PM,4210 W WEST END ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.883408239197166,-87.73115902612831,POINT (-87.73115902612831 41.883408239197166)
19CP064494,P005860903|P005860904|P005860905,09/24/2019,POLICE,11/01/2019 11:00:00 AM,2052 W 108TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
19CP067727,P005631850|P005631851|P005631852|P005631853|P005631854|P005631855,10/02/2019,POLICE,02/07/2020 09:00:00 AM,3603 S CALIFORNIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82815840369853,-87.69461435176726,POINT (-87.69461435176726 41.82815840369853)
19CP070402,P005876136|P005876137|P005876138|P005876139|P005876140|P005876141,10/05/2019,POLICE,12/06/2019 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
19CP072231,P005470308|P005470309,10/08/2019,POLICE,02/07/2020 01:00:00 PM,3311 W MONROE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87950782361476,-87.70894718102213,POINT (-87.70894718102213 41.87950782361476)
19CP070396,P005875161|P005875162|P005875163|P005875164|P005875165|P005875166,10/11/2019,POLICE,12/06/2019 09:00:00 AM,7212 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202815022725,-87.70777983028391,POINT (-87.70777983028391 41.76202815022725)
19CP070396,P005875161|P005875162|P005875163|P005875164|P005875165|P005875166,10/11/2019,POLICE,12/06/2019 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
19CP070397,P005876160|P005876161|P005876162|P005876163|P005876164|P005876165,10/11/2019,POLICE,12/06/2019 09:00:00 AM,7701 S SPAULDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75328065722131,-87.70477811153157,POINT (-87.70477811153157 41.75328065722131)
19CP070414,P005875239|P005875240|P005875241|P005875242|P005875243|P005875244,10/15/2019,POLICE,02/07/2020 09:00:00 AM,3728 W 86TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.736901804978146,-87.71538227237558,POINT (-87.71538227237558 41.736901804978146)
19CP069866,P005842109|P005842110|P005842111|P005842112|P005842113|P005842114,10/21/2019,POLICE,12/06/2019 09:00:00 AM,4736 S THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIBANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.807588740763386,-87.65779219613589,POINT (-87.65779219613589 41.807588740763386)
19CP070398,P005875233|P005875234|P005875235|P005875236|P005875237|P005875238,10/26/2019,POLICE,12/06/2019 09:00:00 AM,7203 S MAPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
19CP070398,P005875233|P005875234|P005875235|P005875236|P005875237|P005875238,10/26/2019,POLICE,12/06/2019 09:00:00 AM,7203 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762668984985794,-87.68671293981592,POINT (-87.68671293981592 41.762668984985794)
19CP071225,P005817869|P005817870,11/02/2019,POLICE,12/06/2019 01:00:00 PM,8048 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK TRUST, ",Default - Liable by prove-up,2000.00,0.00,11.60,0.00,0.00,2051.60,2051.57,0.00,41.747068974920666,-87.66471443791028,POINT (-87.66471443791028 41.747068974920666)
19CP071589,P005631664|P005631665|P005631666|P005631667|P005631668|P005631669,11/06/2019,POLICE,01/03/2020 09:00:00 AM,4918 S PRINCETON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80488476837126,-87.63340542575517,POINT (-87.63340542575517 41.80488476837126)
19CP076202,P005875251|P005875252|P005875253|P005875254|P005875255|P005875256,11/07/2019,POLICE,01/03/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
19CP076199,P005875677|P005875678|P005875679|P005875680|P005875681|P005875682,11/07/2019,POLICE,01/03/2020 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
